;;;   
;;;   The lexicon was taken from Brill's rule based tagger v1.14,
;;;   trained on Brown corpus and Penn Treebank.
;;;   
;;;   Eric Brill (1992). A simple rule-based part of speech tagger.
;;;   In Proceedings of the workshop on Speech and Natural Language (pp. 112-116).
;;;   Association for Computational Linguistics.
;;;   
;;;   Copyright 1993 by the Massachusetts Institute of Technology and the
;;;   University of Pennsylvania. All rights reserved. MIT license.
;;;   
;;;   Additional words were added from the Twitter Part-of-Speech Annotated Data,
;;;   available under the Creative Commons Attribution 3.0 Unported license ("CC-BY").
;;;   Carnegie Mellon University. http://www.ark.cs.cmu.edu/TweetNLP
;;;   
;;;   Kevin Gimpel, Nathan Schneider, Brendan O'Connor, et al. (2011).
;;;   Part-of-Speech Tagging for Twitter: Annotation, Features, and Experiments.
;;;   In Proceedings of the Annual Meeting of the ACL, Portland, OR, June 2011.
;;;   
! .
!! .
!!! .
!!!! .
!!!!! .
!!!!!! .
!!!!!!! .
!!!!!!!! .
!. .
!? .
" "
# #
#1 CD
#2 CD
#GLEE NNP
#Glee NNP
#celtics NNPS
#fail NN
#fb NNP
#glee NNP
#howcome VB
#lakers NNPS
#shoutout NN
#teamceltics NNPS
#teamlakers NNPS
#win NN
emphasizes VBZ
emphasizing VBG
emphatic JJ
emphatically RB
emphaticize VB
emphysema NN
emphysematous JJ
empire NN
empires NNS
empirical JJ
empirically RB
empiricism NN
employ VB
employe NN
employed VBN
employee NN
employee-benefit JJ
employee-benefits JJ
employee-bonus JJ
employee-contributed JJ
employee-health NN
employee-incentive NN
employee-management JJ
employee-owned JJ
employee-ownership JJ
employee-stock JJ
employees NNS
employer NN
employer-offered JJ
employer-paid JJ
employer-provided JJ
employer-sponsored JJ
employerpaid JJ
employers NNS
employes NNS
employing VBG
employment NN
employment-services JJ
employment-tax JJ
employments NNS
employs VBZ
empower VBP
empowered VBN
empowering VBG
empowerment NN
empowers VBZ
emptied VBN
emptier JJR
empties VBZ
emptiness NN
empty JJ
empty-handed JJ
empty-shelved JJ
emptying VBG
emulate VB
emulated VBN
emulating VBG
emulator NN
emulsified VBN
emulsifiers NNS
emulsion NN
en IN
enable VB
enabled VBD
enables VBZ
enabling VBG
enact VB
enacted VBN
enacting VBG
enactment NN
enactments NNS
enacts VBZ
enamel NN
enameling NN
enamelled JJ
enamels NNS
enamored JJ
encamp VB
encamped VBN
encampment NN
encapsulate VB
encased VBD
encasing VBG
encephalitis NN
encephalographic JJ
enchained VBN
enchant VB
enchanted VBN
enchanting JJ
enchantingly RB
enchantment NN
enciphered VBN
encircle VB
encircled VBD
encircles VBZ
encircling VBG
enclave NN
enclaves NNS
enclosed VBN
encloses VBZ
enclosing VBG
enclosure NN
enclosures NNS
encoded VBN
encoder NN
encomiums NNS
encompass VB
encompassed VBN
encompasses VBZ
encompassing VBG
encore NN
encores NNS
encounter NN
encountered VBN
encountering VBG
encounters NNS
encourage VB
encouraged VBN
encouragement NN
encourages VBZ
encouraging VBG
encouragingly RB
encroach VB
encroached VBD
encroaching VBG
encroachment NN
encrusted VBN
encrypting VBG
encumber VB
encumbered VBN
encumbrance NN
encumbrances NNS
encyclopedia NN
encyclopedias NNS
encyclopedic JJ
encylopedia NN
end NN
end-of-model-year JJ
end-of-school JJ
end-of-season JJ
end-of-the-quarter JJ
end-of-the-season JJ
end-of-the-year JJ
end-of-year JJ
end-product NN
end-run NN
end-tailed VBN
end-to-end JJ
end-use JJ
end-user NN
end-zone NN
endanger VB
endangered VBN
endangered-species NNS
endangering VBG
endangerment NN
endeared VBD
endearing JJ
endearment NN
endearments NNS
endeavor NN
endeavored VBD
endeavoring VBG
endeavors NNS
endeavour NN
endeavours NNS
ended VBD
ended... :
endemic JJ
endevor NN
ending VBG
endings NNS
endless JJ
endlessly RB
endocrine JJ
endocrinologists NNS
endogamous JJ
endogamy NN
endogenous JJ
endometriosis NN
endorse VB
endorsed VBN
endorsement NN
endorsements NNS
endorsers NNS
endorses VBZ
endorsing VBG
endosperm NN
endothelial JJ
endothermic JJ
endotoxin NN
endotoxins NNS
endow VB
endowed VBN
endowment NN
endowments NNS
endows VBZ
endpoints NNS
endrocrine JJ
ends NNS
endurable JJ
endurance NN
endure VB
endured VBD
endures VBZ
enduring VBG
enduringly RB
enemies NNS
enemy NN
enemy-Jew NN
energetic JJ
energetically RB
energies NNS
energize VB
energized VBN
energizes VBZ
energizing VBG
energy NN
energy-adjusted JJ
energy-cogeneration NN
energy-efficient JJ
energy-hungry JJ
energy-industry NN
energy-producing JJ
energy-services NNS
enervating VBG
enervation NN
enfant FW
enflamed VBN
enforce VB
enforceable JJ
enforced VBN
enforcement NN
enforcer NN
enforcers NNS
enforces VBZ
enforcing VBG
engage VB
engaged VBN
engagement NN
engagements NNS
engages NNS
engaging VBG
engagingly RB
engender VB
engendered VBN
engenders VBZ
engine NN
engine-assembly NN
engine-casting NN
engine... :
engineer NN
engineered VBN
engineering NN
engineering-design JJ
engineering-management JJ
engineering-services NNS
engineers NNS
engineless JJ
engines NNS
english NNP
engorged VBN
engorgement NN
engrave VB
engraved VBN
engraver NN
engraves VBZ
engraving NN
engravings NNS
engrossed JJ
engrossing JJ
engulf VB
engulfed VBN
engulfing VBG
engulfs VBZ
enhance VB
enhanced VBN
enhancement NN
enhancements NNS
enhances VBZ
enhancing VBG
enigma NN
enigmatic JJ
enjoin VB
enjoinder NN
enjoined VBN
enjoining VBG
enjoy VB
enjoyable JJ
enjoyed VBD
enjoying VBG
enjoyment NN
enjoys VBZ
enlargd VBN
enlarge VB
enlarged VBN
enlargement NN
enlargements NNS
enlargers NNS
enlarges VBZ
enlarging VBG
enlighten VB
enlightened JJ
enlightening VBG
enlightenment NN
enlist VB
enlisted VBD
enlisting VBG
enlistment NN
enlists VBZ
enliven VBP
enlivened VBN
enlivening VBG
enmeshed VBN
enmities NNS
enmity NN
ennui NN
ennumerated VBD
enny JJ
enormity NN
enormous JJ
enormously RB
enough RB
enoxacin NN
enquetes FW
enquired VBD
enrage NN
enraged JJ
enraptured VBD
enrich VB
enriched VBN
enriches VBZ
enriching VBG
enrichment NN
enroll VB
enrolled VBN
enrollees NNS
enrolling NN
enrollment NN
enrollments NNS
enroute RB
ensconced VBN
ensemble NN
ensembles NNS
enshrined VBN
enshrouding VBG
enshrouds VBZ
enslave VBP
enslaved VBN
enslavement NN
enslaving NN
ensnare VB
ensnared VBN
ensnarled VBN
ensue VB
ensued VBD
ensues VBZ
ensuing VBG
ensure VB
ensured VBD
ensures VBZ
ensuring VBG
entail VB
entailed VBD
entailing VBG
entails VBZ
entangled JJ
entanglement NN
entanglements NNS
enter VB
entered VBD
entering VBG
enterotoxemia NN
enterprise NN
enterprises NNS
enterprising JJ
enterprisingly RB
enters VBZ
entertain VB
entertained VBN
entertainer NN
entertainers NNS
entertaining VBG
entertainment NN
entertainment-industry NN
entertainment-law NN
entertainments NNS
entertains VBZ
enterteyned VBD
enthalpy NN
enthralled JJ
enthralling JJ
enthrones VBZ
enthuses VBZ
enthusiam NN
enthusiasm NN
enthusiasms NNS
enthusiast NN
enthusiastic JJ
enthusiastically RB
enthusiasts NNS
entice VB
enticed VBD
enticements NNS
enticing VBG
enticingly RB
entire JJ
entirely RB
entirety NN
entities NNS
entitle VB
entitled VBN
entitlement NN
entitlements NNS
entitles VBZ
entitling VBG
entity NN
entombed VBN
entomologist NN
entourage NN
entractes NNS
entrance NN
entranced VBN
entrances NNS
entranceway NN
entrant NN
entrants NNS
entrapment NN
entre NN
entreat VB
entreated VBD
entreaties NNS
entree NN
entrench VB
entrenched VBN
entrenchment NN
entrepreneur NN
entrepreneurial JJ
entrepreneurism NN
entrepreneurs NNS
entrepreneurship NN
entries NNS
entropy NN
entropy-increasing JJ
entrust VB
entrusted VBN
entrusting VBG
entry NN
entry-level JJ
entry-limit JJ
entry-limited JJ
entry-limiting JJ
entry-price JJ
entwined VBN
enumerated VBN
enumeration NN
enunciate VB
enunciated VBD
enunciating VBG
enunciation NN
envelope NN
enveloped VBN
envelopes NNS
enveloping VBG
envenomed VBN
enviable JJ
enviably RB
envied VBD
envious JJ
enviously RB
enviroment NN
environing VBG
environment NN
environmental JJ
environmental-impact JJ
environmental-services NNS
environmentalism NN
environmentalist NN
environmentalist-actor NN
environmentalist-developer JJ
environmentalists NNS
environmentally RB
environments NNS
environs NNS
envisage VB
envisaged VBD
envisages VBZ
envision VBP
envisioned VBD
envisioning VBG
envisions VBZ
envoy NN
envoys NNS
envy NN
envy-quotient NN
enzymatic JJ
enzyme NN
enzyme-like JJ
enzymes NNS
eons NNS
eosinophilic JJ
epaulets NNS
ephemeral JJ
epic NN
epicenter NN
epics NNS
epicure NN
epicurean NN
epicycle NN
epicycles NNS
epicyclical JJ
epicyclically RB
epidemic NN
epidemics NNS
epidemiologic JJ
epidemiological JJ
epidemiologist NN
epidemiologists NNS
epidermis NN
epigenetic JJ
epigrammatic JJ
epigrams NNS
epigraph NN
epilepsy NN
epileptic JJ
epileptics NNS
epilogue NN
epiphany NN
epiphyseal-diaphyseal JJ
epiphysis NN
episode NN
episodes NNS
episodic JJ
epistemology NN
epistolatory JJ
epitaph NN
epithet NN
epithets NNS
epitome NN
epitomize VB
epitomized VBN
epitomizes VBZ
epoch NN
epoch-making JJ
epochal JJ
epoxy JJ
epsiode NN
epsom NN
eqn. NN
eqns. NN
equal JJ
equal-opportunity NN
equaled VBD
equaling VBG
equality NN
equalization NN
equalize VB
equalizer NN
equalizers NNS
equalizing NN
equalled VBN
equally RB
equals VBZ
equanimity NN
equate VB
equated VBN
equates VBZ
equating VBG
equation NN
equations NNS
equator NN
equatorial JJ
equestrian JJ
equestrians NNS
equidistant JJ
equidistantly RB
equilibrated VBN
equilibrium NN
equilibriums NNS
equiment NN
equine NN
equines NNS
equip VB
equipment NN
equipment-leasing JJ
equipment-packed JJ
equipmwent-leasing NN
equipotent JJ
equipped VBN
equipping VBG
equips VBZ
equitable JJ
equitably RB
equities NNS
equity NN
equity-like JJ
equity-purchase JJ
equity-to-asset NN
equityholders NNS
equivalence NN
equivalent NN
equivalent-choice JJ
equivalents NNS
equivocal JJ
equivocating NN
er UH
era NN
eradicate VB
eradicated VBN
eradicating VBG
eradication NN
eras NNS
erasable JJ
erase VB
erased VBN
eraser NN
eraser-fitted JJ
erasers NNS
erases VBZ
erasing VBG
erasures NNS
erawhere NN
ere IN
erect VB
erected VBN
erecting VBG
erection NN
erects VBZ
erembal NNP
ergonomics NNS
ergotropic JJ
erned VBD
erode VB
eroded VBN
erodes VBZ
eroding VBG
eromonga FW
erosion NN
erotic JJ
erotica NNS
erotically RB
err VBP
errand NN
errant JJ
errata NNS
erratic JJ
erratically RB
erred VBN
erroneous JJ
erroneously RB
error NN
error-free JJ
error-laden JJ
error-prone JJ
errors NNS
errs VBZ
ersatz JJ
erstwhile JJ
erudite JJ
erudition NN
erupt VB
erupted VBD
erupting VBG
eruption NN
erupts VBZ
erysipelas NN
erythroid NN
erythropoietin NN
escalate VB
escalated VBN
escalating VBG
escalation NN
escalators NNS
escapade NN
escapades NNS
escape VB
escaped VBD
escapees NNS
escapes NNS
escaping VBG
escapist JJ
escheat NN
eschew VB
eschewed VBN
eschewing VBG
eschews VBZ
escort NN
escorted VBD
escorting VBG
escorts VBZ
escritoire NN
escrow NN
escrowed VBN
escudo NN
escutcheon NN
escutcheons NNS
esophagus NN
esoteric JJ
esoterica NNS
especially RB
espionage NN
esplanade NN
espousal NN
espouse VBP
espoused VBD
espouses VBZ
espousing VBG
espresso NN
esprit FW
essay NN
essayed VBD
essayish JJ
essayist NN
essayists NNS
essays NNS
esse FW
essence NN
essences NNS
essential JJ
essential... :
essentially RB
essentials NNS
est FW
establish VB
established VBN
establishes VBZ
establishing VBG
establishment NN
establishments NNS
establshed VBN
estancia NN
estancias NNS
estanciero NN
estancieros NNS
estate NN
estate-freeze JJ
estate-tax JJ
estate... :
estates NNS
esteem NN
esteemed VBD
esterases NNS
esters NNS
esthetic JJ
esthetics NNS
estimable JJ
estimate NN
estimated VBN
estimates NNS
estimating VBG
estimation NN
estimators NNS
estragole NN
estranged VBN
estrangement NN
estranging JJ
estrogen NN
estrogen-replacement NN
estuarian NN
estuaries NNS
estuary NN
et FW
etc FW
etc. FW
etcetera NN
etch VB
etched VBD
etching NN
eternal JJ
eternally RB
eternity NN
etes FW
ethane NN
ethanol NN
ethanol-based JJ
ethanol-powered JJ
ether NN
ethereal JJ
ethers NNS
ethic NN
ethical JJ
ethically RB
ethicist NN
ethicists NNS
ethics NNS
ethics-related JJ
ethnic JJ
ethnically RB
ethnicity NN
ethnography NN
ethos NN
ethyl NN
ethylene NN
etiquette NN
etymological JJ
etymology NN
eucalyptus NN
eugenic JJ
eulogize VB
eulogized VBD
eulogizers NNS
eulogy NN
euphemism NN
euphemisms NNS
euphoria NN
euphoric JJ
eutectic NN
eva NN
evacuant NN
evacuate VB
evacuated VBN
evacuation NN
evade VB
evaded VBN
evader NN
evaders NNS
evades VBZ
evading VBG
evaluate VB
evaluated VBN
evaluates VBZ
evaluating VBG
evaluation NN
evaluations NNS
evaluative JJ
evangelical JJ
evangelicals NNS
evangelism NN
evangelist NN
evangelist-industrialist NN
evangelists NNS
evaporate VB
evaporated VBD
evaporates VBZ
evaporation NN
evaporative JJ
evasion NN
evasions NNS
evasive JJ
eve NN
even RB
even-handed JJ
even-larger JJ
even-tempered JJ
evened VBN
evenhanded JJ
evening NN
evenings NNS
evenly RB
evens VBZ
evensong NN
event NN
event-driven JJ
event-risk JJ
eventful JJ
eventfully RB
events NNS
eventshah-leh RB
eventshahleh RB
eventual JJ
eventualities NNS
eventuality NN
eventually RB
eventuate VBP
evenutally RB
ever RB
ever'body NN
ever-anxious JJ
ever-changing JJ
ever-dying JJ
ever-existent JJ
ever-expanding JJ
ever-faster JJ
ever-greater JJ
ever-growing JJ
ever-higher JJ
ever-increasing JJ
ever-lovin JJ
ever-more JJ
ever-narrowing JJ
ever-optimistic JJ
ever-present JJ
ever-quieter JJ
ever-so-Oxonian JJ
ever-successful JJ
ever-swelling JJ
ever-tightening JJ
ever-vigilant JJ
ever-worsening JJ
evergreen NN
evergreens NNS
everlasting JJ
everlastingly RB
evermounting VBG
eversteadier JJ
every DT
every-day JJ
everybody NN
everyday JJ
everyone NN
everyone... :
everything NN
everywhere RB
evict VB
evicted VBN
evicting VBG
evidence NN
evidence... :
evidenced VBN
evidences NNS
evidencing VBG
evident JJ
evidential JJ
evidently RB
evil JJ
evil-but-cute JJ
evil-doers NNS
evil-doing NN
evil-looking JJ
evil-minded JJ
evildoers NNS
evils NNS
evinced VBN
eviscerate VB
eviscerating VBG
evocation NN
evocations NNS
evocative JJ
evoke VB
evoked VBN
evokes VBZ
evoking VBG
evolution NN
evolutionary JJ
evolutionists NNS
evolve VB
evolved VBN
evolves VBZ
evolving VBG
ewww UH
ex FW
ex-Attorney NNP
ex-Beecham JJ
ex-Communist JJ
ex-Cubs NNS
ex-FDA JJ
ex-Gov NNP
ex-House JJ
ex-Justice NN
ex-Marine NN
ex-Mrs JJ|NP
ex-National JJ
ex-President NNP
ex-Tory NN
ex-Yankee NN
ex-accountant NN
ex-aides NNS
ex-bandits NNS
ex-brother-in-law NN
ex-chairman NN
ex-chief JJ
ex-convict NN
ex-convicts NNS
ex-dividend JJ
ex-employee NN
ex-employees NNS
ex-employer NN
ex-fighter NN
ex-franchise NN
ex-furniture JJ
ex-gambler NN
ex-housing JJ
ex-hurler NN
ex-husband NN
ex-investment JJ
ex-jazz JJ
ex-lawyer NN
ex-liberals NNS
ex-manager NN
ex-marine NN
ex-mayor NN
ex-member NN
ex-musician NN
ex-officers NNS
ex-officio JJ
ex-partners NNS
ex-player NN
ex-president NN
ex-presidents NNS
ex-prison NN
ex-prize JJ
ex-reporters NNS
ex-schoolteacher NN
ex-singer NN
ex-smokers NNS
ex-truck JJ
ex-trucking JJ
ex-wife NN
ex-wives NNS
exacerbate VB
exacerbated VBN
exacerbates VBZ
exacerbating VBG
exacerbation NN
exacerbations NNS
exachanges NNS
exact JJ
exacted VBD
exacting JJ
exactly RB
exacts VBZ
exaggerate VB
exaggerated VBN
exaggerating VBG
exaggeration NN
exaggerations NNS
exalt VBP
exaltation NN
exaltations NNS
exalted JJ
exalting VBG
exam NN
examiantion NN
examination NN
examinations NNS
examine VB
examined VBD
examiner NN
examiners NNS
examines VBZ
examinin VBG
examining VBG
example NN
examples NNS
exams NNS
exasperate VB
exasperated JJ
exasperating VBG
exasperatingly RB
exasperation NN
excavate VB
excavated VBN
excavating VBG
excavation NN
excavations NNS
excavator NN
excavators NNS
exceed VB
exceeded VBD
exceeding VBG
exceedingly RB
exceeds VBZ
excel VBP
excelled VBD
excellence NN
excellences NNS
excellent JJ
excellently RB
excelling VBG
excels VBZ
excelsin NN
excelsior NN
except IN
excepting VBG
exception NN
exceptional JJ
exceptionally RB
exceptions NNS
excerpt NN
excerpts NNS
excess JJ
excesses NNS
excessive JJ
excessively RB
exchange NN
exchange-listed JJ
exchange-rate NN
exchangeable JJ
exchanged VBN
exchanger NN
exchangers NNS
exchanges NNS
exchanging VBG
exchequer NN
excise NN
excised VBD
excision NN
excitability NN
excitatory JJ
excite VB
excited VBN
excitedly RB
excitement NN
excitements NNS
exciter NN
excites VBZ
exciting JJ
exclaim VB
exclaimed VBD
exclaiming VBG
exclaims VBZ
exclamation NN
exclamations NNS
exclude VB
excluded VBN
excludes VBZ
excluding VBG
exclusion NN
exclusionary JJ
exclusions NNS
exclusive JJ
exclusively RB
exclusiveness NN
exclusivity NN
excommunicated VBN
excorciate VB
excoriate VB
excoriated VBD
excoriating VBG
excrement NN
excrete VB
excreted VBN
excretion NN
excretory JJ
excruciating JJ
excrutiatingly RB
excursion NN
excursions NNS
excursus NN
excusable JJ
excuse NN
excused VBN
excuses NNS
excutives NNS
exec NN
execs NNS
execuitive NN
execute VB
executed VBN
executes VBZ
executing VBG
execution NN
executioner NN
executions NNS
executive NN
executive-branch JJ
executive-legislative JJ
executive-level JJ
executive-model JJ
executive-office NN
executive-only JJ
executive-type NN
executives NNS
executor NN
executors NNS
exegesis NN
exemplar NN
exemplary JJ
exemplified VBN
exemplifies VBZ
exemplify VBP
exempt JJ
exempted VBN
exempting VBG
exemption NN
exemptions NNS
exempts VBZ
exercisable JJ
exercise NN
exercised VBN
exercises NNS
exercising VBG
exerpts NNS
exert VB
exerted VBN
exerting VBG
exertion NN
exertions NNS
exerts VBZ
exeuctive NN
exhaled VBD
exhaling VBG
exhanges NNS
exhaust NN
exhausted VBN
exhaustible JJ
exhausting VBG
exhaustingly RB
exhaustion NN
exhaustive JJ
exhaustively RB
exhausts NNS
exhibit NN
exhibited VBN
exhibiting VBG
exhibition NN
exhibitions NNS
exhibitors NNS
exhibits NNS
exhilarated VBN
exhilarating JJ
exhilaration NN
exhort VB
exhortations NNS
exhorting VBG
exhorts VBZ
exhumations NNS
exhume VB
exhusband NN
exigencies NNS
exile NN
exile\/trade NN
exiled VBN
exiles NNS
exiling VBG
exist VB
existance NN
existed VBD
existence NN
existent JJ
existential JJ
existentialist NN
existing VBG
exists VBZ
exit NN
exit-load JJ
exit-poll JJ
exit-visa JJ
exited VBD
exiting VBG
exits NNS
exluding VBG
exodus NN
exogamous JJ
exogamy NN
exonerate VB
exonerated VBN
exonerating VBG
exoneration NN
exorbitant JJ
exorcise VB
exorcism NN
exorcisms NNS
exorcist NN
exothermic JJ
exotic JJ
exotic-Hawaiian-locale JJ
expand VB
expandable JJ
expanded VBN
expanding VBG
expanding-profit JJ
expands VBZ
expanse NN
expansion NN
expansion-contraction NN
expansion-minded JJ
expansionary JJ
expansionism NN
expansionist JJ
expansionists NNS
expansions NNS
expansive JJ
expansively RB
expansiveness NN
expatriate JJ
expatriates NNS
expecially RB
expect VBP
expectable JJ
expectancies NNS
expectancy NN
expectant JJ
expectantly RB
expectation NN
expectations NNS
expected VBN
expectedly RB
expecting VBG
expects VBZ
expediency NN
expedient JJ
expediently RB
expedients NNS
expedite VB
expedited VBN
expediting VBG
expedition NN
expeditions NNS
expeditious JJ
expeditiously RB
expel VB
expelled VBN
expelling VBG
expend VB
expendable JJ
expended VBN
expenditure NN
expenditures NNS
expends VBZ
expense NN
expense-account NN
expense-paid JJ
expense-reducing JJ
expenses NNS
expensive JJ
expensive-to-produce JJ
experience NN
experience-oriented JJ
experienced VBN
experiences NNS
experiencing VBG
experiential JJ
experientially RB
experiment NN
experimental JJ
experimental-theater JJ
experimentalism NN
experimentally RB
experimentation NN
experimentations NNS
experimented VBD
experimenter NN
experimenters NNS
experimenting VBG
experiments NNS
expert NN
expertise NN
expertly RB
experts NNS
expiating VBG
expiation NN
expiration NN
expiration-related JJ
expirations NNS
expire VB
expired VBD
expires VBZ
expiring VBG
explain VB
explained VBD
explaining VBG
explains VBZ
explains. VBZ
explanation NN
explanations NNS
explanatory JJ
expletive NN
explicable JJ
explicit JJ
explicit. JJ
explicitly RB
explicitness NN
explicity NN
explictly RB
explode VB
exploded VBD
explodes VBZ
exploding VBG
exploding-wire JJ
exploit VB
exploitation NN
exploitative JJ
exploited VBN
exploiter NN
exploiters NNS
exploiting VBG
exploits NNS
exploration NN
explorations NNS
exploratory JJ
explore VB
explored VBN
explorer NN
explorers NNS
explores VBZ
exploring VBG
explosion NN
explosions NNS
explosive JJ
explosively RB
explosives NNS
explusion NN
expo NN
exponential JJ
exponentially RB
exponents NNS
export NN
export-applications NNS
export-boosting JJ
export-bound JJ
export-control JJ
export-driven JJ
export-license JJ
export-oriented JJ
export-promotion JJ
export-related JJ
export-subsidy NN
exported VBN
exporter NN
exporters NNS
exporting VBG
exports NNS
expose VB
exposed VBN
exposes VBZ
exposing VBG
exposited VBN
exposition NN
expositions NNS
expository JJ
exposure NN
exposure-time NN
exposure... :
exposures NNS
expounded VBD
expounding VBG
express VB
express-delivery NN
express... :
expressed VBN
expresses VBZ
expressible JJ
expressing VBG
expression NN
expressionism NN
expressionist NN
expressionistic JJ
expressionists NNS
expressionless JJ
expressions NNS
expressive JJ
expressiveness NN
expressivness NN
expressly RB
expressway NN
expropriated JJ
expulsion NN
expunge VB
expunged VBN
expunging NN
expurgation NN
exquisite JJ
exquisitely RB
exquisiteness NN
extant JJ
extempore RB
extemporize VB
extend VB
extended VBN
extended-body JJ
extended-care JJ
extended-payment NN
extended-range JJ
extended-wear JJ
extendible JJ
extendibles NNS
extending VBG
extends VBZ
extension NN
extensions NNS
extensive JJ
extensively RB
extent NN
extenuate VB
extenuating VBG
exterior JJ
exteriors NNS
exterminate VB
exterminated VBN
exterminating VBG
extermination NN
